id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
39672,"Insertion professionnelle et surqualification des diplômés du postsecondaire",,"Vultur, Mircea,Kamanzi, PierreCanisius,Grégoire, AudreyAnne",2022,,http://www.jstor.org/stable/j.ctv2j6xfp6.12,Laval,"Les diplômés universitaires",INBOOK,,,bookchap
39673,"La pénalité patrimoniale de la surqualification",,"Vultur, Mircea,Lizotte, Mathieu",2022,,http://www.jstor.org/stable/j.ctv2j6xfp6.13,Laval,"Les diplômés universitaires",INBOOK,,,bookchap
39677,"Comparing Student Aid Programs in Canada",,"Bouchard St-Amant, Pier-André,Fortier-Martineau, Camille",2022,,https://cloud.grepa.ca/s/njRk8YnecfkKyyA,UQAM,,article,,,workpaper
39678,"Finish It and It's Free: An Evaluation of College Graduation Subsidies",,"Mikola, Derek,Webb, Matthew D",2022,,https://carleton.ca/economics/wp-content/uploads/cewp-19-08.pdf,OTT,,article,,"CEWP 19-08",workpaper
39679,"La concentration réelle de l'exonération cumulative des gains en capital au Québec: une analyse longitudinale",,"Gagné-Dubé, Tommy,Allali, Matis,Godbout, Luc,Genest-Grégoire, Antoine",2022,,https://cffp.recherche.usherbrooke.ca/la-concentration-reelle-de-lexoneration-cumulative-des-gains-en-capital-au-quebec-une-analyse-longitudinale/,MTL,,article,,,workpaper
39680,"La concentration réelle des gains en capital au Québec: une analyse longitudinale",,"Gagné-Dubé, Tommy,Allali, Matis,Godbout, Luc,Genest-Grégoire, Antoine",2022,,https://cffp.recherche.usherbrooke.ca/concentration-reelle-gains-capital-quebec/,MTL,,article,,,workpaper
39681,"Labour shortages in the Canadian Transportation Sector: New Evidence from Microdata",,"Boco, Eton,Mokhtar, Rawia,Wang, Li,Emery, Herb",2021,,,UNB,,article,,,workpaper
39682,"Natural Disasters and Economic Performance: Evidence from the Slave Lake Wildfire",,"Kabore, Philippe,Rivers, Nicholas,Deri Armstrong, Catherine",2023,10.2139/ssrn.4333191,https://papers.ssrn.com/abstract=4333191,"OTT,OTT",,article,,4333191,workpaper
39683,"Tax Cuts, Firm Growth, and Worker Earnings: Evidence from Small Businesses in Canada",,"Duan, Yige,Moon, Terry",2022,10.2139/ssrn.4301243,https://papers.ssrn.com/abstract=4301243,BCI,,article,,4301243,workpaper
39684,"The Aggregate Productivity Effect of Labour and Capital Market Distortions in Canada",,"Chen, Yu,Tombe, Trevor",2020,,https://www.trevortombe.com/publication/canada_misallocation/,PRC,,article,,,workpaper
39685,"The Long-Run and Distributional Impacts of Public Pensions",,"Staubli, Stefan,Zhao, Qiongda",2022,,,PRC,,article,,,workpaper
39686,"Two decades of poverty reduction politics in Canada: Better for single parent families and single working age adults",,"Notten, Geranda,Tuz Zohora, Fatima,Plante, Charles,Laforest, Rachel",2022,,http://ruor.uottawa.ca/handle/10393/43745,"OTT,SKY",,article,,,workpaper
39687,"What Proportion of Tax Returns Could the Canada Revenue Agency Complete",,"Genest-Grégoire, Antoine,Dadjo, Josh,Robson, Jennifer,Schwartz, Saul",2023,10.2139/ssrn.4428147,https://papers.ssrn.com/abstract=4428147,"CAR,SHER,CAR",,article,,4428147,workpaper
40695,"Association Between Excess Sleep Duration and Risk of Stroke: A Population-Based Study",,"Joundi, Raed A.,Patten, Scott B.,Williams, Jeanna V.A.,Smith, Eric E.",2021,10.1917.cjn.2021.242,,,,,"Canadian Journal of Neurological Sciences",1,
41651,"Trends in Socioeconomic Inequalities in Breast Cancer Incidence Among Women in Canada",,"Tweel, Madeline,Johnston, Grace M.,Hajizadeh, Mohammad",2023,10.1177/10732748231197580,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10467209/,"DAL,DAL,.,.,.",,ARTICLE,"Cancer Control : Journal of the Moffitt Cancer Center",,article
41652,"Inequalities in Health between First Nations Adults Living Off-Reserve and Non-Indigenous Adults in Canada: A Decomposition Analysis",,"Hu, Min,Hajizadeh, Mohammad,Bombay, Amy",2024,10.3138/cpp.2022-077,https://www.utpjournals.press/doi/full/10.3138/cpp.2022-077,"DAL,DAL,UBCO,.,.",,ARTICLE,"Canadian Public Policy",1,article
41653,"Dietary Inflammatory Index scores in a Canadian nationally representative sample - ProQuest",,"Fleet, Kristen et al.",2023,,https://novapublishers.com/shop/dietary-inflammatory-index-scores-in-a-canadian-nationally-representative-sample/,"WIN,.,.,.,.",,ARTICLE,"Journal of Alternative Medicine Research",2,article
41654,"Long-term trends in the work hours of physicians in Canada",,"Kralj, Boris,Islam, Rabiul,Sweetman, Arthur",2024,10.1503/cmaj.231166,https://www.cmaj.ca/content/196/11/E369,"MCM,.,.,.,.",,ARTICLE,CMAJ,11,article
41655,"Comparing the reliability and validity of youth-reported checklists and standardized interviews for categorical measurement of emotional and behavioral problems",,"Duncan, Laura,Wang, Li,Boyle, Michael H.",2024,10.1002/jad.12280,https://onlinelibrary.wiley.com/doi/abs/10.1002/jad.12280,"MCM,.,.,.,.",,ARTICLE,"Journal of Adolescence",2,article
41656,"Comparing youth with vs without outpatient mental health services on subsequent acute mental health care visits",,"Edwards, Jordan,Wang, Li,Fuller, Anne E.,Anderson, Kelly K.,Georgiades, Katholiki",2023,10.1007/s00127-022-02418-4,https://doi.org/10.1007/s00127-022-02418-4,"MCM,.,.,.,.",,ARTICLE,"Social Psychiatry and Psychiatric Epidemiology",3,article
41657,"Correlates of child mental health and substance use related emergency department visits in Ontario: A linked population survey and administrative health data study",,"Comeau, Jinette,Wang, Li,Duncan, Laura,Edwards, Jordan,Georgiades, Katholiki,Anderson, Kelly K.,Wilk, Piotr,Lau, Tammy",2023,10.23889/ijpds.v8i1.2152,https://ijpds.org/article/view/2152,"MCM,.,.,.,.",,ARTICLE,"International Journal of Population Data Science",1,article
41658,"Family-level responses to the introduction of Tax-Free Savings Accounts",,"Lavecchia, Adam M.",2024,10.1111/caje.12690,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12690,"MCM,.,.,.,.",,ARTICLE,"Canadian Journal of Economics/Revue canadienne d'économique",1,article
41659,"Pathways to Success, or Unfulfilled Dreams? An Examination of  Pathway-Based Disparities in Graduation Rates",,"Pizarro Milian, Roger,Reynolds, Dylan,Jacob, Naleni,Abdulkarim, Firrisaa,Parekh, Gillian,Brown, Robert,Walters, David",2024,10.1177/15210251231220869,https://doi.org/10.1177/15210251231220869,"MCM,GUE,.,.,.",,ARTICLE,"Journal of College Student Retention: Research, Theory & Practice",,article
41660,"The Price of Pathways: Student Borrowing Behavior across Postsecondary Pathways Revisited",,"Pizarro Milian, Roger,Reynolds, Dylan,Einmann, Trisha,Walters, David,Brown, Rob,Parekh, Gillian",2023,10.1057/s41307-023-00318-z,https://doi.org/10.1057/s41307-023-00318-z,"MCM,GUE,.,.,.",,ARTICLE,"Higher Education Policy",,article
41661,"Who borrows, and how much? Student borrowing across post-secondary pathways in Ontario, Canada",,"Pizarro Milian, Roger,Einmann, Trisha,Bader, Danielle,Walters, David,Brown, Robert S.,Parekh, Gillian",2023,10.1080/03075079.2022.2145463,https://doi.org/10.1080/03075079.2022.2145463,"MCM,GUE,.,.,.",,ARTICLE,"Studies in Higher Education",3,article
41662,"Racial and sociodemographic distribution of colorectal cancer screening in Canada: A cross-sectional study",,"Adefemi, Kazeem,Knight, John C.,Zhu, Yun,Wang, Peter Peizhong",2024,10.17269/s41997-024-00859-9,https://doi.org/10.17269/s41997-024-00859-9,"NFLD,.,.,.,.",,ARTICLE,"Canadian Journal of Public Health",,article
41663,"Does Geography Matter? A Regional Analysis of Early Transfer within Ontario Post-Secondary Education*",,"Sano, Yujiro,Hillier, Cathlene,Milian, Roger Pizarro,Zarifa, David",2023,10.1111/ruso.12510,https://onlinelibrary.wiley.com/doi/abs/10.1111/ruso.12510,"NIPU,NIPU,.,.,.",,ARTICLE,"Rural Sociology",4,article
41664,"Where Did They Go? Regional Patterns in Early Transfer in Ontario Post-Secondary Education",,"Hillier, Cathlene,Sano, Yujiro,Milian, Roger Pizarro,Zarifa, David",2023,10.47678/cjhe.v53i1.189927,https://journals.sfu.ca/cjhe/index.php/cjhe/article/view/189927,"NIPU,NIPU,.,.,.",,ARTICLE,"Canadian Journal of Higher Education",1,article
41665,"Differences in site-specific cancer incidence by individual- and area-level income in Canada from 2006 to 2015",,"Tope, Parker,Morais, Samantha,El-Zein, Mariam,Franco, Eduardo L.,Malagón, Talía",2023,10.1002/ijc.34661,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.34661,"MCG,.,.,.,.",,ARTICLE,"International Journal of Cancer",10,article
41666,"Inclusive growth, public transit infrastructure investments and neighbourhood trajectories of inequality in Montreal",,"Breau, Sébastien,Wylie, Megan,Manaugh, Kevin,Carr, Samantha",2023,10.1177/0308518X231162091,https://doi.org/10.1177/0308518X231162091,"MCG,.,.,.,.",,ARTICLE,"Environment and Planning A: Economy and Space",8,article
41667,"The evolution of the Kuznets curve in Canada",,"Breau, Sébastien,Lee, Annie",2023,10.1111/pirs.12737,https://onlinelibrary.wiley.com/doi/abs/10.1111/pirs.12737,"MCG,.,.,.,.",,ARTICLE,"Papers in Regional Science",4,article
41668,"Within-city spatial variations in long-term average outdoor oxidant gas concentrations and cardiovascular mortality: Effect modification by oxidative potential in the Canadian Census Health and Environment Cohort",,"Ripley, Susannah,Gao, Dong,Pollitt, Krystal J. Godri,Lakey, Pascale S. J.,Shiraiwa, Manabu,Hatzopoulou, Marianne,Weichenthal, Scott",2023,10.1097/EE9.0000000000000257,,"MCG,.,.,.,.",,ARTICLE,"Environmental Epidemiology (Philadelphia, Pa.)",4,article
41669,"Separation and Savings in Tax-Favored Retirement Accounts Among Canadian Men and Women",,"Pugliese, Maude,Pelletier, David,Le Bourdais, Céline",2023,10.1007/s11113-023-09812-z,https://doi.org/10.1007/s11113-023-09812-z,"MCG,.,.,.,.",,ARTICLE,"Population Research and Policy Review",4,article
41670,"Site-Specific Cancer Incidence by Race and Immigration Status in Canada 2006–2015: A Population-Based Data Linkage Study",,"Malagón, Talía,Morais, Samantha,Tope, Parker,El-Zein, Mariam,Franco, Eduardo L.",2023,10.1158/1055-9965.EPI-22-1191,https://doi.org/10.1158/1055-9965.EPI-22-1191,"MCG,.,.,.,.",,ARTICLE,"Cancer Epidemiology, Biomarkers & Prevention",7,article
41671,"Initiation or cessation: what keeps the prevalence of smoking higher in Quebec than in the rest of Canada?",,"Pelekanakis, Annie,O'Loughlin, Jennifer L.,Gagné, Thierry,Callard, Cynthia,Frohlich, Katherine L.",2021,10.24095/hpcdp.41.10.05,,"MCG,.,.,.,.",,ARTICLE,"Health Promotion and Chronic Disease Prevention in Canada: Research, Policy and Practice",10,article
41672,"More than a buzzword: how intersectionality can advance social inequalities in health research",,"Lapalme, Josée,Haines-Saah, Rebecca,Frohlich, Katherine L.",2020,10.1080/09581596.2019.1584271,https://doi.org/10.1080/09581596.2019.1584271,"MCG,.,.,.,.",,ARTICLE,"Critical Public Health",4,article
41673,"Child Penalties in Canada",,"Connolly, Marie,Fontaine, Marie Mélanie,Haeck, Catherine",2023,10.3138/cpp.2023-015,https://www.utpjournals.press/doi/full/10.3138/cpp.2023-015,"UQAM,.,.,.,.",,ARTICLE,"Canadian Public Policy",4,article
41674,"Intergenerational income mobility trends in Canada",,"Connolly, Marie,Haeck, Catherine",2024,10.1111/caje.12699,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12699,"UQAM,.,.,.,.",,ARTICLE,"Canadian Journal of Economics/Revue canadienne d'économique",1,article
41675,"L’effet des cégeps du Québec sur le nombre total d’années de scolarité",,"Fortin, Pierre,Mishagina, Natalia,Royer, Jimmy",2022,10.3138/cpp.2020-098-fr,https://www.utpjournals.press/doi/10.3138/cpp.2020-098-fr,"UQAM,.,.,.,.",,ARTICLE,"Canadian Public Policy",3,article
41676,"Differential Effects of Parental Psychological Control on Boys’ versus Girls’ Smoking Development",,"Yang, Zhiyong",2024,10.1086/728203,https://www.journals.uchicago.edu/doi/abs/10.1086/728203,"MTL,.,.,.,.",,ARTICLE,"Journal of the Association for Consumer Research",2,article
41677,"La boîte noire des tribunaux : les difficultés à comprendre, à mesurer et à améliorer les pratiques judiciaires",,"Leclerc, Chloé",2023,10.7202/1100319ar,https://www.erudit.org/fr/revues/rdus/2023-v52-n1-rdus08088/1100319ar/,"MTL,ORDC,.,.,.",,ARTICLE,"Revue de droit de l'Université de Sherbrooke",1,article
41678,"Reconsidering Penal Stability in Canada Through a New Sentencing Severity Index",,"David, Jean-Denis,Leclerc, Chloé,Johnson, Brendyn",2023,10.1007/s43576-023-00080-7,https://doi.org/10.1007/s43576-023-00080-7,"MTL,ORDC,.,.,.",,ARTICLE,"International Criminology",1,article
41679,"The Plea Discount and the Time Penalty in Canada: Impacts of the Guilty Plea at Sentencing",,"Johnson, Brendyn,Leclerc, Chloé",2023,10.3138/cjccj.2022-0036,https://www.utpjournals.press/doi/abs/10.3138/cjccj.2022-0036,"MTL,ORDC,.,.,.",,ARTICLE,"Canadian Journal of Criminology and Criminal Justice",2,article
41680,"Social disparities in alcohol consumption among Canadian emerging adults",,"Sersli, Stephanie,Gagné, Thierry,Shareck, Martine",2023,10.24095/hpcdp.43.12.02,https://www.canada.ca/en/public-health/services/reports-publications/health-promotion-chronic-disease-prevention-canada-research-policy-practice/vol-43-no-12-2023/social-disparities-alcohol-consumption-canadian-emerging-adults.html,"SFU,.,.,.,.",,ARTICLE,"Health Promotion and Chronic Disease Prevention in Canada",12,article
41681,"A Renewed Study on Charitable Giving Among Canadians",,"Chan, Alan TY,MacDonald, Robert A.",2022,10.1142/S2737436X22500029,https://worldscientific.com/doi/10.1142/S2737436X22500029,"MCT,.,.,.,.",,ARTICLE,"Journal of Economics, Management and Religion",1,article
41682,"Mandatory minimum sentencing and its effect on sentencing distributions: Evidence from Canada",,"Penney, Jeffrey,Lehrer, Steven,Galan, Emilia",2024,10.1111/caje.12696,https://onlinelibrary.wiley.com/doi/abs/10.1111/caje.12696,"UAB,.,.,.,.",,ARTICLE,"Canadian Journal of Economics/Revue canadienne d'économique",1,article
41683,"The Incidence and Prevalence of Primary Central Nervous System (CNS) Tumours in Canada (2010–2017), and the Survival of Patients Diagnosed with CNS Tumours (2008–2017)",,"Walker, Emily V.,Zhou, Yiling,Wu, Yifan,Liu, Jiaqi,Climans, Seth A.,Davis, Faith G.,Yuan, Yan",2023,10.3390/curroncol30040329,https://www.mdpi.com/1718-7729/30/4/329,"UAB,.,.,.,.",,ARTICLE,"Current Oncology",4,article
41684,"Mental Health of Immigrant Children and Adolescents (6–17 Years) in Canada: Evidence from the Canadian Health Measures Survey",,"Salami, Oluwabukola Oladunni,Yaskina, Maryna,Georgiades, Katholiki,Diaz, Esperanza,Hegadoren, Kathleen,Meherali, Salima,Yohani, Sophie,Senthilselvan, Ambikaipakan",2023,10.3390/ijerph20216997,https://www.mdpi.com/1660-4601/20/21/6997,"UAB,MCM,.,.,.",,ARTICLE,"International Journal of Environmental Research and Public Health",21,article
41685,"Prevalence and determinants of multimorbidity in the Canadian population",,"Xiao, Xiang,Beach, Jeremy,Senthilselvan, Ambikaipakan",2024,10.1371/journal.pone.0297221,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0297221,"UAB,UAB,.,.,.",,ARTICLE,"PLOS ONE",1,article
41686,"Intergenerational reproduction and self-rated health in Canada",,"Veenstra, Gerry,Vanzella-Yang, Adam",2022,10.1111/cars.12384,https://onlinelibrary.wiley.com/doi/abs/10.1111/cars.12384,"BCI,MTL,.,.,.",,ARTICLE,"Canadian Review of Sociology/Revue canadienne de sociologie",3,article
41687,"Social mobility and mental health in Canada",,"Vanzella-Yang, Adam,Veenstra, Gerry",2024,10.17269/s41997-023-00818-w,https://doi.org/10.17269/s41997-023-00818-w,"BCI,MTL,.,.,.",,ARTICLE,"Canadian Journal of Public Health",1,article
41688,"Risk Factors and Inequities in Transportation Injury and Mortality in the Canadian Census Health and Environment Cohorts (CanCHECs)",,"Branion-Calles, Michael,Winters, Meghan,Rothman, Linda,Harris, M. Anne",2024,10.1097/EDE.0000000000001696,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10836781/,"BCI,UTO,BCI,.,.",,ARTICLE,"Epidemiology (Cambridge, Mass.)",2,article
41689,"Food Insecurity is Associated with Poor Mental Health in Canadian Children and Adolescents",,"Sharifi, Vandad,Dimitropoulos, Gina,Williams, Jeanne V.A.,Rao, Sandy,Pedram, Pardis,Bulloch, Andrew G.M.,Patten, Scott B.",2024,10.1177/07067437231225938,https://doi.org/10.1177/07067437231225938,"PRC,.,.,.,.",,ARTICLE,"The Canadian Journal of Psychiatry",4,article
41690,"Protecting traditional cultural food practices: Trends in diet quality and intake of ultra-processed foods by Indigenous status and race/ethnicity among a nationally representative sample of adults in Canada",,"Olstad, Dana Lee,Nejatinamini, Sara,Blanchet, Rosanne,Moubarac, Jean-Claude,Polsky, Jane,Vanderlee, Lana,Livingstone, Katherine M.,Hosseini Pozveh, Seyed",2023,10.1016/j.ssmph.2023.101496,https://www.sciencedirect.com/science/article/pii/S2352827323001611,"PRC,.,.,.,.",,ARTICLE,"SSM - Population Health",,article
41691,"Self-Reported Lifetime History of Eating Disorders and Mortality in the General Population: A Canadian Population Survey with Record Linkage",,"Pedram, Pardis,Patten, Scott B.,Bulloch, Andrew G. M.,Williams, Jeanne V. A.,Dimitropoulos, Gina",2021,10.3390/nu13103333,https://www.mdpi.com/2072-6643/13/10/3333,"PRC,PRC,.,.,.",,ARTICLE,Nutrients,10,article
